County Code,District Code,School Code,School Name,Address1,Address2,City,State,Zip,Mail Addr1,Mail Addr2,Mail City,Mail State,Mail Zip,Phone,Contact Name,Contact Title,Contact Email,Profit,Pub. Sch. Dist.
"=""38""","=""1212""","=""11L""",Fields Of Green Montesorri School,58 SANDHILL ROAD,,VERNON,NJ,"=""07462""",58 Sandhill Road,,VERNON,NJ,"=""07462""","=""(973)823-0804""",Debra Smorto,Owner/Director,fogschool@gmail.com,FOR-PROFIT,"=""5360"""
"=""04""","=""1665""","=""24X""","Filipino School of NY & NJ, The",235 Randolph Ave.,,Emerson,NJ,"=""07630""",235 Randolph Ave.,,Emerson,NJ,"=""07630""","=""(774) 257-4669""",Venessa Manzano,Director,info@filschool-nynj.org,NOT-FOR-PROFIT,"=""1360"""
"=""16""","=""2008""","=""14W""",Finest of the Wheat Christian Academy,4 Concord Drive,,Williamstown,NJ,"=""08094""",PO Box 695,,Williamstown,NJ,"=""08094""","=""(609)254-0926""",Edward Wilson,Pastor,bishopedwilson@gmail.com,NOT-FOR-PROFIT,"=""3280"""
"=""18""","=""0457""","=""21E""",First Christian Pentecostal Acad,441 JERSEY AVENUE,,JERSEY CITY,NJ,"=""07302""",441 Jersey Avenue,,JERSEY CITY,NJ,"=""07302""","=""(201)413-1136""",Epifania Cabrera,Principal,firstchristianpentecostal@christianacad.net,NOT-FOR-PROFIT,"=""2390"""
"=""24""","=""1873""","=""08Z""",First Class Childcare Learning Center,111 Suttons Lane,,Piscataway,NJ,"=""08854""",111 Suttons Lane,,Piscataway,NJ,"=""08854""","=""(732)-626-5959""",Audrey McNulty,Director,mzaudrey@yahoo.com,NOT-FOR-PROFIT,"=""4130"""
"=""24""","=""0642""","=""91F""",FIRST FRIENDS CHILD CARE,269 HIGHWAY #34,,MATAWAN,NJ,"=""07747""",269 Highway #34,,MATAWAN,NJ,"=""07747""","=""(732)583-0003""",Heather Ginsburg,Assistant Director,HeatherG1202@aol.com,NOT-FOR-PROFIT,"=""3845"""
"=""04""","=""0041""","=""38A""",First Presbyterian Preschool & Kindergarten,150 E. Palisade Ave.,,ENGLEWOOD,NJ,"=""07631""",150 E. Palisade Ave.,,ENGLEWOOD,NJ,"=""07631""","=""(201)568-3042""",Kristina Satchell,Director,fppkschoolnj@gmail.com,NOT-FOR-PROFIT,"=""1370"""
"=""20""","=""0502""","=""63E""","FIRST STEP LEARNING CENTER OF LEBANON, INC.",3 Haytown Road,,LEBANON,NJ,"=""08833""",2 Lake Drive,,WHITEHOUSE STATION,NJ,"=""08889""","=""(908)236-7669""",Jill Leary,Owner,jillleary@firststeplc.com,NOT-FOR-PROFIT,"=""0920"""
"=""40""","=""1887""","=""09P""",Flexschool,34 Russo Place,,Berkeley Heights,NJ,"=""07922""",34 Russo Place,,Berkeley Heights,NJ,"=""07922""","=""(908)322-0554""",Jacqui Bryne,Head of Schools,jacqui@flexschool.net,FOR-PROFIT,"=""0310"""
"=""28""","=""0866""","=""96H""",Fm Kirby Childrens Center,Madison Area YMCA,,MADISON,NJ,"=""07940""",Madison Area YMCA,,MADISON,NJ,"=""07940""","=""(973)377-4945 x3227""",Kare Matrisciano,Director,kmatrisciano@madisonymca.org,NOT-FOR-PROFIT,"=""2870"""
"=""20""","=""0498""","=""60E""",Foundations Preschool,14 Lower West Street,11 Humphrey Rd,ANNANDALE,NJ,"=""08801""",PO Box 245,,ANNANDALE,NJ,"=""08801""","=""(908)730-9195""",Heather Semple,VP/Director,heather@foundationspreschool.org,NOT-FOR-PROFIT,"=""0920"""
"=""08""","=""0236""","=""18C""",Foxman Torah Institute,31 MAPLE AVE,,CHERRY HILL,NJ,"=""08002""",31 Maple Ave,,CHERRY HILL,NJ,"=""08002""","=""(856)482-8230""",Yisrael Davidowitz,Head of School,rydavidowitz@ftiyeshiva.org,NOT-FOR-PROFIT,"=""0800"""
"=""18""","=""1657""","=""24Q""",Franklin School,88 Town Square Place,,Jersey City,NJ,"=""07305""",88 Town Square Place,,Jersey City,NJ,"=""07305""","=""(201)234-4781""",Diana Stravoiu,Director of Admissions,dstravoiu@franklinjc.org,FOR-PROFIT,"=""2390"""
"=""26""","=""2124""","=""20G""",Freehold Montessori,781 Elton Adelphia Rd.,,Freehold,NJ,"=""07728""",781 Elton Adelphia Rd.,,"Freehold ",NJ,"=""07728""","=""7326167575""",Yogeeta Gumber,Director,freeholdmontessori781@gmail.com,FOR-PROFIT,"=""1660"""
"=""04""","=""0084""","=""77A""",French American Academy,85 W. Demarest Ave.,,Englewood,NJ,"=""07631""",85 W. Demarest Ave.,,Englwood,NJ,"=""07631""","=""(201)338-8320 x300""",Anne Sophie Gueguen,Head of School,asgueguen@faacademy.org,NOT-FOR-PROFIT,"=""1370"""
"=""22""","=""0559""","=""17F""",French American School Of Princeton,75 Mapleton Rd,,PRINCETON,NJ,"=""08540""",75 Mapleton Rd,,PRINCETON,NJ,"=""08540""","=""(609)430-3001""",Corinne Gungor,Head of School,corinne.gungor@ecoleprinceton.org,NOT-FOR-PROFIT,"=""5715"""
"=""16""","=""0424""","=""90D""",Friends School,15 High Street,,MULLICA HILL,NJ,"=""08062""",15 HIGH STREET,,MULLICA HILL,NJ,"=""08062""","=""(856)478-2908 x114""",Matthew Bradley,Head of School,mbradley@friendsmh.org,NOT-FOR-PROFIT,"=""2070"""
"=""04""","=""0105""","=""97A""","Frisch School, The",120 WEST CENTURY ROAD,,PARAMUS,NJ,"=""07652""",120 West Century Road,,PARAMUS,NJ,"=""07652""","=""(201)267-9100 x 219""",Rabbi Daniel Rosen,Textbook Co-ordinator,daniel.rosen@frisch.org,NOT-FOR-PROFIT,"=""3930"""
"=""18""","=""1908""","=""10J""","Full Will of God Christian Academy, The",81-84 Martin Luther King Drive,,Jersey City,NJ,"=""07305""",81-84 Martin Luther King Drive,,Jersey City,NJ,"=""07305""","=""(201)433-6278""",Roberta Glee-Stevens,Principal,robertaglee@gmail.com,NOT-FOR-PROFIT,"=""2390"""
"=""28""","=""1771""","=""04K""",Fusion Academy,182 South St,,Morristown,NJ,"=""07960""",182 South St,,Morristown,NJ,"=""07960""","=""(973)267-0474""",Katie Cole,Head of School,kcole@fusionacademy.com,FOR-PROFIT,"=""3385"""
"=""08""","=""2031""","=""15S""",Fusion Academy,923 Haddonfield Rd. #2B,,"Cherry Hill	",NJ,"=""08002""",923 Haddonfield Rd. #2B,,Cherry Hill,NJ,"=""08002""","=""(609)970-1875""",Michelle Blasberg,Head of School,mblasberg@fusionacademy.com,FOR-PROFIT,"=""0800"""
"=""04""","=""1847""","=""07X""",Fusion Academy,"10 Sterling Blvd., Suite 201",,Englewood,NJ,"=""07631""","10 Sterling Blvd., Suite 201",,Englewood,NJ,"=""07631""","=""(201)431-9554""",Hannah DeGenova,Head of School,hdegenova@fusionacademy.com,FOR-PROFIT,"=""1370"""
"=""14""","=""1972""","=""12S""",Fusion Academy,427 Bloomfield Ave.,,Montclair,NJ,"=""07042""",427 Bloomfield Ave.,,Montclair,NJ,"=""07042""","=""(973)744-3539""",Lauren Romanowski,"Head of School ",lromanowski@fusionacademy.com,FOR-PROFIT,"=""3310"""
"=""22""","=""1781""","=""05A""",Fusion Academy-Princeton,116 STANHOPE ST,,PRINCETON,NJ,"=""08540""",116 STANHOPE ST,,PRINCETON,NJ,"=""08540""","=""(609)-919-9193""",Alex Arnese,Head of School,aarnese@fusionacademy.com,FOR-PROFIT,"=""5715"""
"=""22""","=""0568""","=""25F""","Garvey School/Egun Omode Shule, The",102 Taylor St.,,TRENTON,NJ,"=""08638""",102 Taylor St.,,TRENTON,NJ,"=""08638""","=""(609)571-1855""",BAYE KEMIT,PRINCIPAL,thegarveyschool@aol.com,NOT-FOR-PROFIT,"=""5210"""
"=""18""","=""0467""","=""30E""",Genesis Educational Center,317 THIRD STREET,,JERSEY CITY,NJ,"=""07302""",317 THIRD STREET,,JERSEY CITY,NJ,"=""07302""","=""(201)798-0642 x 2""",Kristal Rivera,Director,gec317@yahoo.com,NOT-FOR-PROFIT,"=""2390"""
"=""28""","=""0843""","=""75H""",Gillst Bernards School,25 St. Bernard's Road,,GLADSTONE,NJ,"=""07934""",PO Box 604,St Bernards Rd,Gladstone,NJ,"=""07934""","=""(908)234-1611 x226""",Sid Rowell,Head of School,srowell@gsbschool.org,NOT-FOR-PROFIT,"=""0820"""
"=""32""","=""1067""","=""78J""",Gilmore Memorial Chris Acd,131 HALEDON AVENUE,,PATERSON,NJ,"=""07522""",131 Haledon Ave,,PATERSON,NJ,"=""07522""","=""973-790-9400 """,Thomas P Farrar,CHIEF ADMINISTRATOR,Gilmorechurch68@aol.com,NOT-FOR-PROFIT,"=""4010"""
"=""36""","=""1177""","=""78K""","Giving Nest Presh & Kng, The",300 CLINTON AVE,,NORTH PLAINFIELD,NJ,"=""07063""",P.O. Box 7106,,Green Brook,NJ,"=""08812""","=""(908)754-2060""",Amy Maioriello,Director,directorsnp@givingnestpreschools.com,NOT-FOR-PROFIT,"=""3670"""
"=""04""","=""1658""","=""24R""",Glen Rock Cooperative Nursery School,354 Rock Rd.,,Glen Rock,NJ,"=""07452""",354 Rock Rd.,,Glen Rock,NJ,"=""07452""","=""(201)652-1128""",Deirdre Tarrant,Director,director@glenrockcoop.org,NOT-FOR-PROFIT,"=""1760"""
"=""20""","=""1882""","=""09J""",Global Pioneer Academy,3485 Highway 22 East,,Somerville,NJ,"=""08876""",3485 Highway 22 East,,Somerville,NJ,"=""08876""","=""(908)534-5977""",Sally Zhang,President,sally.zhang@globalpioneeracademy.org,NOT-FOR-PROFIT,"=""4350"""
"=""08""","=""0247""","=""28C""",Gloucester Catholic High School,333 RIDGEWAY STREET,,GLOUCESTER CITY,NJ,"=""08030""",333 RIDGEWAY STREET,,GLOUCESTER CITY,NJ,"=""08030""","=""(856)456-4400 x214""",Thomas Iacovone,Principal,tiacovone@gchsrams.org,NOT-FOR-PROFIT,"=""1770"""
"=""16""","=""0425""","=""91D""",Gloucester Co Christian School,151 GOLF CLUB ROAD,,SEWELL,NJ,"=""08080""",151 GOLF CLUB RD,,SEWELL,NJ,"=""08080""","=""(856)589-1665 x555""","ROBERT BRYAN MAY, SR.",Superintendent,RMAY@GCCS.CO,NOT-FOR-PROFIT,"=""2990"""
"=""16""","=""1408""","=""20Y""","Gloucester Learning Academy, The",1117 N. Black Horse Pike,,Williamstown,NJ,"=""08094""",1117 N. Black Horse Pike,,Williamstown,NJ,"=""08094""","=""(856)818-9312""",Louvelle Soto,Exec. Director,thegla1117@gmail.com,FOR-PROFIT,"=""3280"""
"=""22""","=""0526""","=""86E""","Goddard Of Ewing, The",158 SCOTCH ROAD,,EWING,NJ,"=""08628""",158 scotch road,,EWING,NJ,"=""08628""","=""(609)883-6800""",Stacey Izzard,Owner,ewingnj@goddardschools.com,NOT-FOR-PROFIT,"=""1430"""
"=""36""","=""1126""","=""32K""","Goddard School Of Branchburg, The","3322 US HWY 22 WEST ",Building 3,BRANCHBURG,NJ,"=""08876""","3322 US HWY 22 WEST ",Building 3,BRANCHBURG,NJ,"=""08876""","=""(908)231-8600""",Merideth Benevento,Director,dbranchburgnj@goddardschools.com,FOR-PROFIT,"=""0510"""
"=""28""","=""0847""","=""79H""","Goddard School Of Denville, The",3175 ROUTE 10 Suite 1,,DENVILLE,NJ,"=""07834""",3175 Route 10 Suite 1,,DENVILLE,NJ,"=""07834""","=""(973)328-8588""",Tina Iannuzzelli,Owner,denvillenj@goddardschools.com,NOT-FOR-PROFIT,"=""1090"""
"=""30""","=""0931""","=""56I""","Goddard School Of Forked River, The",214 LACEY ROAD,,FORKED RIVER,NJ,"=""08731""",214 Lacey Rd,,FORKED RIVER,NJ,"=""08731""","=""(609)971-0051""",Toni Ann,Owner,forkedrivernj@goddardschools.com,FOR-PROFIT,"=""2480"""
"=""36""","=""1163""","=""65K""",Goddard School Of Hillsborough,378 S BRANCH ROAD BLDG 5,,HILLSBOROUGH,NJ,"=""08844""",378 South Branch Road,,HILLSBOROUGH,NJ,"=""08844""","=""(908)371-1499""",Krista McAlarnen,Director,DHillsboroughNJ@goddardschools.com,FOR-PROFIT,"=""2170"""
"=""24""","=""0685""","=""32G""","Goddard School Of Iselin, The",400 GILL LANE,,ISELIN,NJ,"=""08830""",400 Gill Lane,,ISELIN,NJ,"=""08830""","=""(732)283-0090""",Katelyn Brannigan,Director,DWoodbridgeNJ@goddardschools.com,FOR-PROFIT,"=""5850"""
"=""30""","=""0926""","=""52I""",Goddard School Of Jackson,178 W. VETERANS HWY,,JACKSON,NJ,"=""08527""",178 West Veterans Hwy,,JACKSON,NJ,"=""08527""","=""(732)833-8881""",Rupal Perez,Owner,jacksonnj@goddardschools.com,NOT-FOR-PROFIT,"=""2360"""
"=""26""","=""0767""","=""05H""","Goddard School Of Marlboro, The",15 SCHOOL ROAD EAST,,MARLBORO,NJ,"=""07746""",15 SCHOOL ROAD EAST,,MARLBORO,NJ,"=""07746""","=""(732)303-7877""",Paul Cerami,OWNER,Marlboro1NJ@goddardschools.com,FOR-PROFIT,"=""3030"""
"=""06""","=""0198""","=""82B""",Goddard School Of Moorestown,240 WEST RT. 38,,MOORESTOWN,NJ,"=""08057""",240 WEST RT. 38,,MOORESTOWN,NJ,"=""08057""","=""(856)235-7006""",Maureen Peluso,Owner,moorestownnj@goddardschools.com,FOR-PROFIT,"=""3360"""
"=""26""","=""0755""","=""93G""","Goddard School Of Morganville, The",50 ROUTE 520,,MORGANVILLE,NJ,"=""07751""",50 Route 520,,MORGANVILLE,NJ,"=""07751""","=""(732)617-8181""",Carol Vargo,Owner,marlboro2nj@goddardschools.com,NOT-FOR-PROFIT,"=""3030"""
"=""06""","=""0207""","=""91B""","Goddard School Of Mt. Laurel, The",2026D BRIGGS ROAD,,MOUNT LAUREL,NJ,"=""08054""",2026D BRIGGS ROAD,,MOUNT LAUREL,NJ,"=""08054""","=""(856)727-4222""",Terry Cerami,Owner,mountlaurelnj@goddardschools.com,NOT-FOR-PROFIT,"=""3440"""
"=""24""","=""0643""","=""92F""",Goddard School Of Old Bridge,300 BELCHASE COURT,,MATAWAN,NJ,"=""07747""",300 BELCHASE COURT,,MATAWAN,NJ,"=""07747""","=""(732)441-3500""",Nancy Erath,Owner,oldbridge1nj@goddardschools.com,FOR-PROFIT,"=""3845"""
"=""24""","=""0655""","=""05G""","Goddard School Of Piscataway, The",376 SOUTH RANDOLPHVILLE ROAD,,PISCATAWAY,NJ,"=""08854""",376 SOUTH RANDOLPHVILLE RD,,PISCATAWAY,NJ,"=""08854""","=""(732)981-1133""",Amy Spetz,Director,dpiscatawaynj@goddardschools.com,FOR-PROFIT,"=""4130"""
"=""28""","=""0908""","=""36I""","Goddard School Of Randolph, The",1570 SUSSEX TURNPIKE,,RANDOLPH,NJ,"=""07869""",1570 SUSSEX TURNPIKE,,RANDOLPH,NJ,"=""07869""","=""(973)584-1154""",Jonathan Riczko,Owner,randolphnj@goddardschools.com,NOT-FOR-PROFIT,"=""4330"""
"=""38""","=""1208""","=""08L""","Goddard School Of Sparta, The",101 MAIN ST,,SPARTA,NJ,"=""07871""",107 Main St,,SPARTA,NJ,"=""07871""","=""(973)726-4110""",Kara L Den Uyl,Educational Director,goddardsparta01@yahoo.com,NOT-FOR-PROFIT,"=""4960"""
"=""24""","=""0679""","=""27G""","Goddard School Of Spotswood, The",206 SUMMERHILL ROAD,,SPOTSWOOD,NJ,"=""08884""",206 Summerhill Rd,206 Summerhill road,SPOTSWOOD,NJ,"=""08884""","=""(732)723-0900""",Jim Kugit,Owner,spotswoodnj@goddardschools.com,NOT-FOR-PROFIT,"=""4970"""
"=""26""","=""0812""","=""47H""",Goddard School Of Tinton Falls,4 HARTFORD DRIVE,,TINTON FALLS,NJ,"=""07701""",4 HARTFORD DRIVE,,TINTON FALLS,NJ,"=""07701""","=""(732)933-4888""","Melanie Molinaro ",Director,dtintonfallsnj@goddardschools.com,NOT-FOR-PROFIT,"=""5185"""
"=""26""","=""0818""","=""53H""","Goddard School Of Wall, The",1981 HIGHWAY 34,,WALL,NJ,"=""07719""",1981 Highway 34,,WALL,NJ,"=""07719""","=""(732)974-8314""",Scott L. Siegel,Principal,number1preschool@aol.com,NOT-FOR-PROFIT,"=""5420"""
"=""16""","=""0437""","=""03E""","Goddard School Of Washington, The",3 PLAZA DRIVE,,SEWELL,NJ,"=""08080""",3 Plaza Dr,,SEWELL,NJ,"=""08080""","=""(856)256-8200""",Jerry Peluso,Owner,jpimail@aol.com,FOR-PROFIT,"=""5500"""
"=""20""","=""2122""","=""20E""","Goddard School, The",1541 Rt. 31,,Clinton Twp,NJ,"=""08890""",1541 Rt. 31,,Clinton,NJ,"=""08890""","=""(908)752-4664""","Dominique Calvert ","Assistant Director ",dclintonNJ@goddardschools.com,FOR-PROFIT,"=""0920"""
"=""24""","=""1432""","=""21V""","Goddard School, The",1846 Route 1 N.,,North Brunswick,NJ,"=""08902""",1846 Route 1 N.,,North Brunswick,NJ,"=""08902""","=""(732)951-9200""",Melissa Perez,Ed. Director,DNorthBrunswickNJ@goddardschools.com,FOR-PROFIT,"=""3620"""
"=""16""","=""1862""","=""08N""","Goddard School, The",553 Beckett Rd,Suite 301,Swedesboro,NJ,"=""08085""",553 Beckett Rd,Suite 301,Swedesboro,NJ,"=""08085""","=""(856)467-8477""",Colleen Zahirnyi,Owner,swedesboronj@goddardschool.com,NOT-FOR-PROFIT,"=""2750"""
"=""08""","=""1959""","=""12G""","Goddard School, The",1601 Sicklerville Rd,,Sicklerville,NJ,"=""08081""",1601 Sicklerville Rd.,,Sicklerville,NJ,"=""08081""","=""(856)401-3111""",Villie Staffiera,Owner,sicklervillenj@goddardschools.com,NOT-FOR-PROFIT,"=""1780"""
"=""30""","=""1024""","=""39J""","Goddard School, The",36 BEY LEA ROAD,,TOMS RIVER,NJ,"=""08753""",36 BEY LEA ROAD,,TOMS RIVER,NJ,"=""08753""","=""(732)240-2121""",Suzanne Hanf,OWNER,tomsriver1nj@goddardschools.com,FOR-PROFIT,"=""5190"""
"=""14""","=""0414""","=""81D""",Golda Och Academy - Lower School,122 GREGORY AVENUE,,WEST ORANGE,NJ,"=""07052""",122 GREGORY AVENUE,,WEST ORANGE,NJ,"=""07052""","=""(973)602-3700""",Carrie Siegel,Principal,csiegel@goldaochacademy.org,NOT-FOR-PROFIT,"=""5680"""
"=""14""","=""0413""","=""80D""",Golda Och Academy-Upper School,1418 PLEASANT VALLEY WAY,,WEST ORANGE,NJ,"=""07052""",1418 PLEASANT VALLEY WAY,,WEST ORANGE,NJ,"=""07052""","=""(973)602-3600""",Eytan Apter,Principal,eapter@goldaochacademy.org,NOT-FOR-PROFIT,"=""5680"""
"=""26""","=""2177""","=""27G""",Golden Academy,502 Grand Ave.,,Asbury Park,NJ,"=""07712""",57 Almyr Ave.,,Deal,NJ,"=""07723""","=""(718)757-6660""",Yvonne Ostrov,Director,Yostrov@goldenacademyschool.com,NOT-FOR-PROFIT,"=""0100"""
"=""24""","=""0626""","=""77F""",Good Day Preschool And Kindergarten,7 West Lakewood Avenue,,MILLTOWN,NJ,"=""08850""",Po Box 309,,MILLTOWN,NJ,"=""08850""","=""(732)246-2532""",Amy Bitalla,Director,Gooddaypreschool@gmail.com,FOR-PROFIT,"=""3220"""
"=""14""","=""0396""","=""64D""",Good Shepherd Academy,24 BROOKLINE AVENUE,,NUTLEY,NJ,"=""07110""",24 Brookline Ave.,Suite 200,NUTLEY,NJ,"=""07110""","=""(973)667-2049 x100""",Ms. Jaclyn Pilat,Principal,principal@gsanutley.org,NOT-FOR-PROFIT,"=""3750"""
"=""24""","=""1681""","=""18G""",Good Shepherd Children's Center,3139 County Rd. 516,,Old Bridge,NJ,"=""08857""",3139 County Rd. 516,,Old Bridge,NJ,"=""08857""","=""(736)679-8887""",Marianne Krawiec,Director,marianne@gs4nj.org,NOT-FOR-PROFIT,"=""3845"""
"=""24""","=""0645""","=""94F""",Good Shepherd Children's Center,3139 COUNTY ROAD 516,,OLD BRIDGE,NJ,"=""08857""",3139 COUNTY ROAD 516,,OLD BRIDGE,NJ,"=""08857""","=""(732)679-8887""",Lorraine Campo,Director,lorraine@lc-goodshepherd.org,NOT-FOR-PROFIT,"=""3845"""
"=""28""","=""0907""","=""35I""",Gottesman RTW Academy,146 DOVER CHESTER ROAD,,RANDOLPH,NJ,"=""07869""",146 Dover Chester Road,,RANDOLPH,NJ,"=""07869""","=""(973)584-5530 x3014""",Donna Pradith,Director of Operations,dpradith@grtwacademy.org,NOT-FOR-PROFIT,"=""4330"""
"=""32""","=""1066""","=""77J""",Great Commission Christian Acd,53-57 MARSHALL STREET,,PATERSON,NJ,"=""07501""",53-57 Marshall Street,,PATERSON,NJ,"=""07501""","=""(973)278-1999""",Ms.Annette Kline,Board Member,gcca1989@yahoo.com,NOT-FOR-PROFIT,"=""4010"""
"=""24""","=""0628""","=""79F""",Greater New Brunswick Day Care,120 LIVINGSTON AVENUE,,NEW BRUNSWICK,NJ,"=""08901""",P.O. BOX 1167,,NEW BRUNSWICK,NJ,"=""08903""","=""(732)249-4299""",DAVID J. HARRIS,EXECUTIVE DIRECTOR,dobyjrhar@cs.com,NOT-FOR-PROFIT,"=""3530"""
"=""04""","=""1412""","=""20B""",Green House Preschool and Kindergarten,2070 Jones Rd.,,Fort Lee,NJ,"=""07024""",2070 Jones Rd.,,Fort Lee,NJ,"=""07024""","=""(201)944-6655""",Lorie Skific,Asst. Director,greenhouselori@me.com,FOR-PROFIT,"=""1550"""
"=""04""","=""0081""","=""74A""",Green Twig School,30 Paterson Ave,,MIDLAND PARK,NJ,"=""07432""",30 Paterson Ave.,,MIDLAND PARK,NJ,"=""07432""","=""(201)445-0747""",Melissa Quast,Owner/Director,greentwigschool@gmail.com,FOR-PROFIT,"=""3170"""
"=""18""","=""1656""","=""24P""",Growing and Learning Academy,21 Davis Ave.,,Kearny,NJ,"=""07032""",21 Davis Ave.,,Kearny,NJ,"=""07032""","=""(201)428-9386""",Stefanie Sanchez,Director,growingandlearningacademy@gmail.com,NOT-FOR-PROFIT,"=""2410"""
"=""04""","=""1397""","=""14N""","Growing Garden Nursery School, The",156 Forest Ave.,,Paramus,NJ,"=""07652""",156 Forest Ave.,,Paramus,NJ,"=""07652""","=""(201)265-3223""",Mary Lynn LaMarca,Director,growinggarden52@yahoo.com,NOT-FOR-PROFIT,"=""3930"""
"=""26""","=""0726""","=""68G""","GROWING TREE, THE",12 HILLCREST ROAD,,HOLMDEL TWP,NJ,"=""07733""",12 Hillcrest Road,,HOLMDEL,NJ,"=""07733""","=""(732)264-1750""",Tracey DeRosa,Director,holmdelgrowingtree@gmail.com,FOR-PROFIT,"=""2230"""
"=""16""","=""0423""","=""89D""",Guardian Angels Regional School,150 SOUTH SCHOOL STREET,,GIBBSTOWN,NJ,"=""08027""",150 SOUTH SCHOOL STREET,,GIBBSTOWN,NJ,"=""08027""","=""(856)246-8884""",Sr. Jerilyn Einstein,Principal,fmijje@yahoo.com,NOT-FOR-PROFIT,"=""1830"""
"=""16""","=""0429""","=""95D""",Guardian Angels Regional School,1225 Kings Highway,,Swedesboro,NJ,"=""08085""",1225 Kings Highway,,Swedesboro,NJ,"=""08085""","=""(856)423-9401""",Sr. Jerilyn Einstein,Principal,fmijje@yahoo.com,NOT-FOR-PROFIT,"=""5120"""
"=""08""","=""2179""","=""27J""",Haddon Heights Christian School,300 Station Ave.,,Haddon Heights,NJ,"=""08035""",300 Station Ave.,,Haddon Heights,NJ,"=""08035""","=""(856)547-3579""",Kathleen Entwistle,Administrator,administrator@hhcsnj.org,NOT-FOR-PROFIT,"=""1880"""
"=""08""","=""0263""","=""42C""",Haddon Learning Center,220 WEST CLINTON AVE,,OAKLYN,NJ,"=""08107""",220 West Clinton Avenue,,OAKLYN,NJ,"=""08107""","=""(856)858-7733""",Joanne Prince,Office Manager,missjoanne@haddonlearningcenter.com,NOT-FOR-PROFIT,"=""3770"""
"=""08""","=""0258""","=""38C""",Haddonfield Friends School,47 N.HADDON AVENUE,,HADDONFIELD,NJ,"=""08033""",47 N. Haddon Avenue,,HADDONFIELD,NJ,"=""08033""","=""(856)429-6786""",Matthew Sharp,Head of School,msharp@hfsfriends.org,NOT-FOR-PROFIT,"=""1900"""
"=""22""","=""2161""","=""26S""",Hamilton Montessori School,817 Whitehorse Hamilton Sq. Rd.,,"Hamilton ",NJ,"=""08610""",817 Whitehorse Hamilton Sq. Rd.,,"Hamilton ",NJ,"=""08610""","=""(609)585-1314""",Toula Houtras,Director,hamiltonmontessori1@gmail.com,FOR-PROFIT,"=""1950"""
"=""18""","=""1898""","=""09Z""",Hamilton Park Montessori School,1 McWilliams Place,,Jersey City,NJ,"=""07302""",1 McWilliams Place,,Jersey City,NJ,"=""07302""","=""201-533-1910""",Alexa Huxel,Head of School,alexa@hpmsjc.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""2053""","=""16M""",Hamilton Park Montessori School,175 8th St.,,Jersey City,NJ,"=""07302""",175 8th St.,,Jersey City,NJ,"=""07302""","=""(908)881-7144""",Alexa Huxel,Head of School,alexa@hpmsjc.org,NOT-FOR-PROFIT,"=""2390"""
"=""04""","=""1371""","=""01U""",Hanal High School,260 Harrison  Street,,Leonia,NJ,"=""07605""",260 Harrison Street,,Leonia,NJ,"=""07605""","=""(201)242-0377""",Soo Jin Jeon,Administrative Director,admin@hanalschool.org,NOT-FOR-PROFIT,"=""2620"""
"=""40""","=""1442""","=""22E""",Harmony Christian Academy,210 Monsignor Kemezis Place,,ElizabethPort,NJ,"=""07206""",210 Monsignor Kemezis Place,,Elizabeth Port,NJ,"=""07206""","=""(908)994-2194""",Sheila Valera,Adminstrator,svarela@harmonychristianschoolnj.org,NOT-FOR-PROFIT,"=""1320"""
"=""32""","=""1049""","=""62J""",Hawthorne Christian Academy,2000 ROUTE 208,,HAWTHORNE,NJ,"=""07506""",2000 ROUTE 208,,HAWTHORNE,NJ,"=""07506""","=""(973)423-3331 x236""",Todd Mitchell,Head of School,todd.mitchell@hca.org,NOT-FOR-PROFIT,"=""2100"""
"=""26""","=""2029""","=""15R""",Heart Royalty International Academy,"3600 Rt. 66, Suite 150",,Neptune,NJ,"=""07753""","3600 Rt. 66, Suite 150",,NEPTUNE,NJ,"=""07753""","=""(860)830-9778""",Dornett Mcintosh,Principal,hoghcc@gmail.com,NOT-FOR-PROFIT,"=""3040"""
"=""04""","=""1756""","=""03S""",Heichal Hatorah,70 Sterling Place,,TEANECK,NJ,"=""07666""",70 Sterling Place,,TEANECK,NJ,"=""07666""","=""(201)335-0633 ext.3""",Teri Normand,Executive Director and Chief Financial Officer,tnormand@heichalhatorah.org,NOT-FOR-PROFIT,"=""5150"""
"=""24""","=""0603""","=""57F""",HELPING HAND LEARNING CENTER,1017 KING GEORGE POST ROAD,,EDISON,NJ,"=""08837""",1017 King George Post Road,,EDISON,NJ,"=""08837""","=""(732)738-0600""",Stacy Butler,Senior Director,pthhschools@aol.com,FOR-PROFIT,"=""1290"""
"=""24""","=""0602""","=""56F""",Helping Hand Nursery School,1059 AMBOY AVENUE,312 39th STREET,EDISON,NJ,"=""08837""",1059 Amboy Avenue,312 39 Street,EDISON,NJ,"=""08837""","=""(732)225-4432""",Stacy Butler,Director,pthhschools@aol.com,FOR-PROFIT,"=""1290"""
"=""24""","=""1811""","=""06J""",HEROES ACADEMY FOR THE GIFTED,317 George St Suite 210,,New Brunswick,NJ,"=""08901""",317 George St Suite 210,,New Brunswick,NJ,"=""08901""","=""(732)690-7991""",Danielle Voit,Business Administrator,info@njgifted.org,NOT-FOR-PROFIT,"=""3530"""
